,Name,Rating,Price,Type,Address,Hours,Website,Phone,PlusCode,Descript,G_MAP_URL,Latitude,Longitude,geometry,Psuedo_Z,Convenience,Customer Service and Checkout Process,Employees,Food Departments and Quality,Food Selection and Variety,Price and General Experience,LGBTQ_Friendly,Family_Friendly,Shop_Online,Shop_Store,Delivery,Pickup_Curbside,Pickup_Store,Drive_Thru,Delivery_No_Contact,Delivery_Same_Day,Disinfect_Surfaces,Safety_Dividers_Checkout,Masks_Required,Masks_Staff,Staff_Temperature_Check,Great_Service,Wheelchair_Accessible,Quick_Visit,Organic_Food,Prepared_Food,Pay_Checks,Pay_Debit_Cards,Pay_NFC_Mobile,Pay_SNAP_EBT,Pay_Credit_Cards,Restroom,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close
194,Dollar General,4.3,$,Dollar store,"3220 E Gov, E Governor John Sevier Hwy, Knoxville, TN 37914","{'Monday': ['8AM', '10PM'], 'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",Website: stores.dollargeneral.com ,(865) 297-5390,"X59F+59 Knoxville, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@35.9679035,-83.8286968,17z/data=!3m1!4b1!4m5!3m4!1s0x885c10de6a514bc1:0x40f5db62eec5c68d!8m2!3d35.9678992!4d-83.8265028",35.9679035,-83.8286968,POINT (-83.8286968 35.9679035),2022-03-10 23:59:59,3.1875,,3.4375,,3.1659722222222224,3.8125,,,False,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
195,Lee's Food Mart,3.5,,Convenience store,"5411 Asheville Hwy, Knoxville, TN 37914","{'Monday': ['6AM', '10PM'], 'Tuesday': ['6AM', '10PM'], 'Wednesday': ['6AM', '10PM'], 'Thursday': ['6AM', '10PM'], 'Friday': ['6AM', '10PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['7AM', '8PM']}",Website: leesfoodmart.com ,(865) 525-0580,"2554+V4 Knoxville, Tenn",,"https://www.google.com/maps/place/Lee's+Food+Mart/@36.0097057,-83.8469412,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1152581a8fd5:0x402403dbaa503c6e!8m2!3d36.0097014!4d-83.8447472",36.0097057,-83.8469412,POINT (-83.8469412 36.0097057),2022-03-10 23:59:59,3.943750000000001,,,,4.25,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,2022-03-08 06:00:00,2022-03-08 22:00:00,2022-03-09 06:00:00,2022-03-09 22:00:00,2022-03-10 06:00:00,2022-03-10 22:00:00,2022-03-11 06:00:00,2022-03-11 22:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 07:00:00,2022-03-13 20:00:00,2022-03-14 06:00:00,2022-03-14 22:00:00
196,Rite Stop Food Mart,3.6,,Convenience store,"441 Dutch Valley Dr, Knoxville, TN 37918","{'Monday': ['6AM', '11PM'], 'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['7AM', '11PM'], 'Sunday': ['8AM', '11PM']}",,(865) 688-8415,"223W+V4 Knoxville, Tenn",,"https://www.google.com/maps/place/Rite+Stop+Food+Mart/@36.0046729,-83.956942,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3dc033fd4d7b:0x9204eced9f9ba231!8m2!3d36.0046686!4d-83.954748",36.0046729,-83.956942,POINT (-83.956942 36.0046729),2022-03-10 23:59:59,3.958333333333334,3.761363636363636,3.6362847222222223,3.854166666666666,,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 07:00:00,2022-03-12 23:00:00,2022-03-13 08:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
197,KenJo Market,2.7,,Convenience store,"1704 N Broadway, Knoxville, TN 37917","{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",Website: kenjomarkets.com ,(865) 971-6900,"X3QH+HX Knoxville, Tenn",,"https://www.google.com/maps/place/KenJo+Market/@35.9889046,-83.9223091,17z/data=!3m1!4b1!4m5!3m4!1s0x885c16306d21c14f:0x453ba56521296b5b!8m2!3d35.9889003!4d-83.9201151",35.9889046,-83.9223091,POINT (-83.92230910000001 35.9889046),2022-03-10 23:59:59,,,3.229166666666667,,,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
198,Dollar General,4.1,$,Dollar store,"3812 Boyds Bridge Pike, Knoxville, TN 37914","{'Monday': ['8AM', '10PM'], 'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",Website: stores.dollargeneral.com ,(865) 770-5181,"X4MP+HX Knoxville, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@35.9839182,-83.8647013,17z/data=!3m1!4b1!4m5!3m4!1s0x885c17000bc2b47f:0xac00ad1ae6a98863!8m2!3d35.9839139!4d-83.8625073",35.9839182,-83.8647013,POINT (-83.86470129999999 35.9839182),2022-03-10 23:59:59,3.689236111111111,3.233261183261184,3.71875,,,3.34375,,,False,Yes,,,Yes,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
199,The Local Market,3.9,$,Convenience store,"536 Asheville Hwy, Strawberry Plains, TN 37871","{'Monday': ['6AM', '9PM'], 'Tuesday': ['6AM', '9PM'], 'Wednesday': ['6AM', '9PM'], 'Thursday': ['6AM', '9PM'], 'Friday': ['6AM', '9PM'], 'Saturday': ['6AM', '9PM'], 'Sunday': ['6AM', '9PM']}",,(865) 932-6664,"29C6+3W Strawberry Plains, Tenn",,"https://www.google.com/maps/place/The+Local+Market/@36.0202369,-83.6399067,17z/data=!3m1!4b1!4m5!3m4!1s0x885c0bcda3b6038d:0xf7f5974c06fa0111!8m2!3d36.0202326!4d-83.6377127",36.0202369,-83.6399067,POINT (-83.6399067 36.0202369),2022-03-10 23:59:59,,,,3.473958333333333,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 21:00:00,2022-03-09 06:00:00,2022-03-09 21:00:00,2022-03-10 06:00:00,2022-03-10 21:00:00,2022-03-11 06:00:00,2022-03-11 21:00:00,2022-03-12 06:00:00,2022-03-12 21:00:00,2022-03-13 06:00:00,2022-03-13 21:00:00,2022-03-14 06:00:00,2022-03-14 21:00:00
200,Bread Box Food Store,1.7,,Convenience store,"680 Emory Valley Rd, Oak Ridge, TN 37830","{'Monday': ['6AM', '12AM'], 'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM']}",,(865) 482-7843,"2QCF+RP Oak Ridge, Tenn",,"https://www.google.com/maps/place/Bread+Box+Food+Store/@36.0220783,-84.227844,17z/data=!3m1!4b1!4m5!3m4!1s0x885c339dce602465:0xa81e41c42c9e9b69!8m2!3d36.0220882!4d-84.2256064",36.0220783,-84.227844,POINT (-84.227844 36.0220783),2022-03-10 23:59:59,,,,,,3.447023809523809,,,True,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
201,Ian's Market,,,Convenience store,"2520 Loves Creek Rd, Knoxville, TN 37924",{},,,"24MJ+MG Knoxville, Tenn",,"https://www.google.com/maps/place/Ian's+Market/@36.0341687,-83.8709093,17z/data=!3m1!4b1!4m5!3m4!1s0x885c143d8e1538cb:0xccd875eb2ce963c2!8m2!3d36.0341292!4d-83.8687722",36.0341687,-83.8709093,POINT (-83.87090929999999 36.0341687),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
202,Dollar General,1.0,,Dollar store,"7575 Strawberry Plains Pike, Knoxville, TN 37924","{'Monday': ['8AM', '10PM'], 'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",Website: stores.dollargeneral.com ,(865) 221-8605,"265J+89 Knoxville, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@36.0082743,-83.771304,17z/data=!3m1!4b1!4m5!3m4!1s0x885c11535280d055:0xd31ee4feb274c4c1!8m2!3d36.00827!4d-83.76911",36.0082743,-83.771304,POINT (-83.771304 36.0082743),2022-03-10 23:59:59,3.083333333333333,,,,,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
203,Weigel's,4.0,,Gas station,"7235 Strawberry Plains Pike, Knoxville, TN 37914","{'Monday': ['5AM', '12AM'], 'Tuesday': ['5AM', '12AM'], 'Wednesday': ['5AM', '12AM'], 'Thursday': ['5AM', '12AM'], 'Friday': ['5AM', '12AM'], 'Saturday': ['5AM', '12AM'], 'Sunday': ['5AM', '12AM']}",Website: weigels.com ,(865) 522-5894,"262C+9V Knoxville, Tenn",,"https://www.google.com/maps/place/Weigel's/@36.0009146,-83.7799546,17z/data=!3m1!4b1!4m5!3m4!1s0x885c11eef68fad41:0xfcb673493292fe65!8m2!3d36.0009103!4d-83.7777606",36.0009146,-83.7799546,POINT (-83.7799546 36.0009146),2022-03-10 23:59:59,3.328125,3.836458333333333,3.526041666666667,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 05:00:00,2022-03-08 00:00:00,2022-03-09 05:00:00,2022-03-09 00:00:00,2022-03-10 05:00:00,2022-03-10 00:00:00,2022-03-11 05:00:00,2022-03-11 00:00:00,2022-03-12 05:00:00,2022-03-12 00:00:00,2022-03-13 05:00:00,2022-03-13 00:00:00,2022-03-14 05:00:00,2022-03-14 00:00:00
204,Hemphill Market,4.8,,Convenience store,"2549 Holbrook Dr, Knoxville, TN 37918","{'Monday': ['7:30AM', '9PM'], 'Tuesday': ['7:30AM', '9PM'], 'Wednesday': ['7:30AM', '9PM'], 'Thursday': ['7:30AM', '9PM'], 'Friday': ['7:30AM', '10PM'], 'Saturday': ['9AM', '10PM'], 'Sunday': ['10AM', '8PM']}",,(865) 281-0320,"23P6+5R Knoxville, Tenn",,"https://www.google.com/maps/place/Hemphill+Market/@36.0355019,-83.9401499,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3e1b44601075:0xd434b8425531eebd!8m2!3d36.0354976!4d-83.9379559",36.0355019,-83.9401499,POINT (-83.94014989999999 36.0355019),2022-03-10 23:59:59,,,3.46875,,,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 07:30:00,2022-03-08 21:00:00,2022-03-09 07:30:00,2022-03-09 21:00:00,2022-03-10 07:30:00,2022-03-10 21:00:00,2022-03-11 07:30:00,2022-03-11 22:00:00,2022-03-12 09:00:00,2022-03-12 22:00:00,2022-03-13 10:00:00,2022-03-13 20:00:00,2022-03-14 07:30:00,2022-03-14 21:00:00
205,Ian's Market,4.1,,Market,"5704 Washington Pike, Knoxville, TN 37918","{'Monday': ['6:30AM', '10PM'], 'Tuesday': ['6:30AM', '10PM'], 'Wednesday': ['6:30AM', '10PM'], 'Thursday': ['6:30AM', '10PM'], 'Friday': ['6:30AM', '10PM'], 'Saturday': ['6:30AM', '10PM'], 'Sunday': ['6:30AM', '10PM']}",,(865) 686-3299,"24VF+M7 Knoxville, Tenn",,"https://www.google.com/maps/place/Ian's+Market/@36.0442003,-83.879006,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1446f1a17f39:0xc0ef0715ce0bd35c!8m2!3d36.044196!4d-83.876812",36.0442003,-83.879006,POINT (-83.879006 36.0442003),2022-03-10 23:59:59,3.6640625,3.671875,3.734375,,3.3359375,,,,False,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 06:30:00,2022-03-08 22:00:00,2022-03-09 06:30:00,2022-03-09 22:00:00,2022-03-10 06:30:00,2022-03-10 22:00:00,2022-03-11 06:30:00,2022-03-11 22:00:00,2022-03-12 06:30:00,2022-03-12 22:00:00,2022-03-13 06:30:00,2022-03-13 22:00:00,2022-03-14 06:30:00,2022-03-14 22:00:00
206,BreadBox,2.6,,Convenience store,"6210 Asheville Hwy, Knoxville, TN 37924","{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",,(865) 673-3336,"258F+9Q Knoxville, Tenn",,"https://www.google.com/maps/place/BreadBox/@36.0159508,-83.8277061,17z/data=!3m1!4b1!4m5!3m4!1s0x1525d36e4ad1e47f:0x18ac22c6fbd8afc0!8m2!3d36.0159804!4d-83.8255249",36.0159508,-83.8277061,POINT (-83.8277061 36.0159508),2022-03-10 23:59:59,,,,,3.125,,,,True,Yes,Yes,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
207,Dollar General,4.1,$,Dollar store,"206 Andrew Johnson Hwy, Knoxville, TN 37924","{'Monday': ['8AM', '10PM'], 'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",Website: stores.dollargeneral.com ,(865) 409-0705,"27H9+22 Knoxville, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@36.0276139,-83.7346202,17z/data=!3m1!4b1!4m5!3m4!1s0x885c0dc5cc36ce63:0x32a5d3fcbbf5e8c9!8m2!3d36.0276681!4d-83.7323606",36.0276139,-83.7346202,POINT (-83.73462019999999 36.0276139),2022-03-10 23:59:59,3.4375,,3.591145833333333,3.214285714285714,3.0182291666666665,,,,False,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
208,Gulf Mart,4.2,,Convenience store,"238 Andrew Johnson Hwy, Knoxville, TN 37924","{'Monday': ['6:30AM', '9:30PM'], 'Tuesday': ['6:30AM', '9:30PM'], 'Wednesday': ['6:30AM', '9:30PM'], 'Thursday': ['6:30AM', '9:30PM'], 'Friday': ['6:30AM', '9:30PM'], 'Saturday': ['7AM', '9:30PM'], 'Sunday': ['9AM', '9PM']}",Website: gulfoil.com ,(865) 401-4953,"27H9+VQ Knoxville, Tenn",,"https://www.google.com/maps/place/Gulf+Mart/@36.0296729,-83.7327815,17z/data=!3m1!4b1!4m5!3m4!1s0x885c0dc8a7d129b3:0xf6d8309d3b20707f!8m2!3d36.0296686!4d-83.7305875",36.0296729,-83.7327815,POINT (-83.7327815 36.0296729),2022-03-10 23:59:59,3.713541666666667,,3.442708333333333,4.125,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 06:30:00,2022-03-08 21:30:00,2022-03-09 06:30:00,2022-03-09 21:30:00,2022-03-10 06:30:00,2022-03-10 21:30:00,2022-03-11 06:30:00,2022-03-11 21:30:00,2022-03-12 07:00:00,2022-03-12 21:30:00,2022-03-13 09:00:00,2022-03-13 21:00:00,2022-03-14 06:30:00,2022-03-14 21:30:00
209,Super Stop Market,,,Convenience store,"1325 E Beaver Creek Dr RD, Knoxville, TN 37918","{'Monday': ['8AM', '9PM'], 'Tuesday': ['8AM', '9PM'], 'Wednesday': ['8AM', '9PM'], 'Thursday': ['8AM', '9PM'], 'Friday': ['8AM', '9PM'], 'Saturday': ['8AM', '9PM'], 'Sunday': ['8AM', '9PM']}",,(865) 689-0334,"324H+8H Knoxville, Tenn",,"https://www.google.com/maps/place/Super+Stop+Market/@36.055783,-83.9732665,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3e59be772a19:0x298aec55c6f40f22!8m2!3d36.055835!4d-83.9711329",36.055783,-83.9732665,POINT (-83.97326649999999 36.055783),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 21:00:00,2022-03-09 08:00:00,2022-03-09 21:00:00,2022-03-10 08:00:00,2022-03-10 21:00:00,2022-03-11 08:00:00,2022-03-11 21:00:00,2022-03-12 08:00:00,2022-03-12 21:00:00,2022-03-13 08:00:00,2022-03-13 21:00:00,2022-03-14 08:00:00,2022-03-14 21:00:00
210,Ellistown Market,5.0,,Convenience store,"8001 Millertown Pike, Knoxville, TN 37924","{'Monday': ['6:30AM', '9PM'], 'Tuesday': ['6:30AM', '9PM'], 'Wednesday': ['6:30AM', '9PM'], 'Thursday': ['6:30AM', '9PM'], 'Friday': ['6:30AM', '9PM'], 'Saturday': ['8:30AM', '9PM'], 'Sunday': ['8:30AM', '8PM']}",,(865) 247-5621,"357R+4H Knoxville, Tenn",,"https://www.google.com/maps/place/Ellistown+Market/@36.0628665,-83.8107719,17z/data=!3m1!4b1!4m5!3m4!1s0x885c137e609f554d:0x6d910ca3b6af74b5!8m2!3d36.0628622!4d-83.8085779",36.0628665,-83.8107719,POINT (-83.81077190000001 36.0628665),2022-03-10 23:59:59,,3.5625,3.834635416666667,3.4791666666666665,,3.620486111111112,Yes,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,2022-03-08 06:30:00,2022-03-08 21:00:00,2022-03-09 06:30:00,2022-03-09 21:00:00,2022-03-10 06:30:00,2022-03-10 21:00:00,2022-03-11 06:30:00,2022-03-11 21:00:00,2022-03-12 08:30:00,2022-03-12 21:00:00,2022-03-13 08:30:00,2022-03-13 20:00:00,2022-03-14 06:30:00,2022-03-14 21:00:00
211,Dollar General,4.1,$,Dollar store,"2821 W Hwy 11E, Strawberry Plains, TN 37871","{'Monday': ['8AM', '10PM'], 'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",Website: stores.dollargeneral.com ,(629) 777-1105,"387F+M9 Strawberry Plains, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@36.0642103,-83.6787975,17z/data=!3m1!4b1!4m5!3m4!1s0x885c0b62a571671d:0x714bf9b7af4a806a!8m2!3d36.0643332!4d-83.6766888",36.0642103,-83.6787975,POINT (-83.6787975 36.0642103),2022-03-10 23:59:59,3.7083333333333335,3.101851851851852,3.691666666666667,,,3.4,,,False,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
212,Dollar General,3.9,$,Dollar store,"7024 Maynardville Pike, Knoxville, TN 37918","{'Monday': ['8AM', '9PM'], 'Tuesday': ['8AM', '9PM'], 'Wednesday': ['8AM', '9PM'], 'Thursday': ['8AM', '9PM'], 'Friday': ['8AM', '9PM'], 'Saturday': ['8AM', '9PM'], 'Sunday': ['8AM', '9PM']}",Website: stores.dollargeneral.com ,(865) 314-7819,"33GF+FC Knoxville, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@36.0761955,-83.9286898,17z/data=!3m2!4b1!5s0x885c157b5c73569b:0x51b4b94525ab10ad!4m5!3m4!1s0x885c157cb207cc8d:0xe66ddc9bc182b3ac!8m2!3d36.0761912!4d-83.9264958",36.0761955,-83.9286898,POINT (-83.9286898 36.0761955),2022-03-10 23:59:59,,,3.75,,,4.028125,,,False,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 08:00:00,2022-03-08 21:00:00,2022-03-09 08:00:00,2022-03-09 21:00:00,2022-03-10 08:00:00,2022-03-10 21:00:00,2022-03-11 08:00:00,2022-03-11 21:00:00,2022-03-12 08:00:00,2022-03-12 21:00:00,2022-03-13 08:00:00,2022-03-13 21:00:00,2022-03-14 08:00:00,2022-03-14 21:00:00
213,Dollar General,4.1,$,Dollar store,"2725 Shipetown Rd, Mascot, TN 37806","{'Monday': ['8AM', '10PM'], 'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",Website: stores.dollargeneral.com ,(865) 401-0105,"36FH+CP Mascot, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@36.0736221,-83.7728791,17z/data=!3m1!4b1!4m5!3m4!1s0x885c129bd6199601:0xbf169941b1347c22!8m2!3d36.0737776!4d-83.7705472",36.0736221,-83.7728791,POINT (-83.7728791 36.0736221),2022-03-10 23:59:59,3.192708333333333,3.125,3.4375,3.1071428571428568,3.046875,3.7916666666666665,,,False,Yes,,,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
214,Bread Box,3.0,,Convenience store,"7100 Tazewell Pike, Corryton, TN 37721","{'Monday': ['6AM', '11PM'], 'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['6AM', '11PM']}",,(865) 689-7744,"445X+R5 Corryton, Tenn",,"https://www.google.com/maps/place/Bread+Box/@36.1095283,-83.8542668,17z/data=!3m1!4b1!4m5!3m4!1s0x885c6b546e853017:0xc1b2a7218e664c96!8m2!3d36.109524!4d-83.8520728",36.1095283,-83.8542668,POINT (-83.8542668 36.1095283),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 06:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
